time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20170115:2011,0.0,0.0,0.0,0.0,0.0,7.75,2.62,0.0
20170115:2111,0.0,0.0,0.0,0.0,0.0,7.69,2.55,0.0
20170115:2211,0.0,0.0,0.0,0.0,0.0,7.69,2.48,0.0
20170115:2311,0.0,0.0,0.0,0.0,0.0,7.63,2.41,0.0
20170116:0011,0.0,0.0,0.0,0.0,0.0,7.61,2.34,0.0
20170116:0111,0.0,0.0,0.0,0.0,0.0,7.58,2.62,0.0
20170116:0211,0.0,0.0,0.0,0.0,0.0,7.65,2.97,0.0
20170116:0311,0.0,0.0,0.0,0.0,0.0,7.74,3.17,0.0
20170116:0411,0.0,0.0,0.0,0.0,0.0,7.81,3.24,0.0
20170116:0511,0.0,0.0,0.0,0.0,0.0,7.84,3.24,0.0
20170116:0611,0.0,0.0,0.0,0.0,0.0,7.83,3.31,0.0
20170116:0711,0.0,0.0,0.0,0.0,0.0,7.81,3.31,0.0
20170116:0811,0.0,0.0,0.0,0.0,0.0,7.74,3.45,0.0
20170116:0911,114.44,119.64,26.28,0.75,3.25,7.63,3.45,0.0
20170116:1011,218.09,167.5,89.62,2.33,8.33,7.56,3.38,0.0
20170116:1111,346.39,270.71,128.5,3.74,11.71,7.72,3.31,0.0
20170116:1211,507.75,452.21,134.39,4.84,13.12,7.92,3.31,0.0
20170116:1311,214.54,136.38,116.5,3.29,12.44,8.11,3.17,0.0
20170116:1411,250.13,189.93,103.22,2.81,9.73,8.19,2.97,0.0
20170116:1511,21.06,12.72,24.54,0.7,5.21,8.07,2.69,0.0
20170116:1611,0.0,0.0,0.0,0.0,0.0,7.46,2.21,0.0
20170116:1711,0.0,0.0,0.0,0.0,0.0,7.03,2.07,0.0
20170116:1811,0.0,0.0,0.0,0.0,0.0,6.37,2.34,0.0
20170116:1911,0.0,0.0,0.0,0.0,0.0,6.42,2.41,0.0
20170116:2011,0.0,0.0,0.0,0.0,0.0,6.73,2.48,0.0
20170116:2111,0.0,0.0,0.0,0.0,0.0,7.04,2.48,0.0
20170116:2211,0.0,0.0,0.0,0.0,0.0,7.23,2.48,0.0
20170116:2311,0.0,0.0,0.0,0.0,0.0,7.51,2.62,0.0
20170117:0011,0.0,0.0,0.0,0.0,0.0,7.76,2.76,0.0
20170117:0111,0.0,0.0,0.0,0.0,0.0,7.94,2.9,0.0
20170117:0211,0.0,0.0,0.0,0.0,0.0,8.04,3.1,0.0
20170117:0311,0.0,0.0,0.0,0.0,0.0,8.07,3.17,0.0
20170117:0411,0.0,0.0,0.0,0.0,0.0,8.1,3.1,0.0
20170117:0511,0.0,0.0,0.0,0.0,0.0,8.13,3.03,0.0
20170117:0611,0.0,0.0,0.0,0.0,0.0,8.17,3.1,0.0
20170117:0711,0.0,0.0,0.0,0.0,0.0,8.27,3.59,0.0
20170117:0811,0.0,0.0,0.0,0.0,0.0,8.22,3.45,0.0
20170117:0911,0.0,0.0,2.62,0.08,3.4,8.24,3.45,0.0
20170117:1011,57.77,27.44,53.24,1.51,8.49,8.38,3.45,0.0
20170117:1111,102.28,45.17,85.1,2.43,11.89,8.64,3.66,0.0
20170117:1211,495.39,432.66,137.71,4.84,13.31,8.98,4.55,0.0
20170117:1311,430.86,360.18,136.17,4.36,12.64,9.21,4.41,0.0
20170117:1411,280.18,219.81,107.35,2.99,9.94,9.22,3.79,0.0
20170117:1511,115.18,98.26,47.96,1.25,5.42,9.07,3.38,0.0
20170117:1611,0.0,0.0,0.0,0.0,0.0,8.84,3.24,0.0
20170117:1711,0.0,0.0,0.0,0.0,0.0,8.62,3.24,0.0
20170117:1811,0.0,0.0,0.0,0.0,0.0,8.38,3.1,0.0
20170117:1911,0.0,0.0,0.0,0.0,0.0,8.0,3.31,0.0
20170117:2011,0.0,0.0,0.0,0.0,0.0,7.75,3.31,0.0
20170117:2111,0.0,0.0,0.0,0.0,0.0,7.68,3.45,0.0
20170117:2211,0.0,0.0,0.0,0.0,0.0,7.6,3.66,0.0
20170117:2311,0.0,0.0,0.0,0.0,0.0,7.37,3.79,0.0
20170118:0011,0.0,0.0,0.0,0.0,0.0,6.95,3.72,0.0
20170118:0111,0.0,0.0,0.0,0.0,0.0,6.44,3.66,0.0
20170118:0211,0.0,0.0,0.0,0.0,0.0,6.22,3.72,0.0
20170118:0311,0.0,0.0,0.0,0.0,0.0,6.15,3.86,0.0
20170118:0411,0.0,0.0,0.0,0.0,0.0,6.24,4.0,0.0
20170118:0511,0.0,0.0,0.0,0.0,0.0,6.34,4.0,0.0
20170118:0611,0.0,0.0,0.0,0.0,0.0,6.12,3.86,0.0
20170118:0711,0.0,0.0,0.0,0.0,0.0,5.96,4.76,0.0
20170118:0811,0.0,0.0,0.0,0.0,0.0,5.9,4.62,0.0
20170118:0911,0.0,0.0,3.5,0.1,3.55,5.71,4.48,0.0
20170118:1011,13.51,0.0,27.09,0.78,8.66,6.12,4.55,0.0
20170118:1111,27.26,0.0,44.57,1.28,12.07,6.67,4.55,0.0
20170118:1211,22.92,0.0,39.32,1.13,13.51,7.2,4.07,0.0
20170118:1311,16.03,0.0,30.59,0.88,12.85,7.63,4.55,0.0
20170118:1411,16.02,0.0,30.59,0.88,10.15,7.77,4.28,0.0
20170118:1511,3.86,0.0,13.11,0.38,5.64,7.68,3.72,0.0
20170118:1611,0.0,0.0,0.0,0.0,0.0,7.13,3.45,0.0
20170118:1711,0.0,0.0,0.0,0.0,0.0,6.5,3.38,0.0
20170118:1811,0.0,0.0,0.0,0.0,0.0,6.06,3.31,0.0
20170118:1911,0.0,0.0,0.0,0.0,0.0,6.19,3.45,0.0
20170118:2011,0.0,0.0,0.0,0.0,0.0,6.19,3.59,0.0
20170118:2111,0.0,0.0,0.0,0.0,0.0,6.13,3.66,0.0
20170118:2211,0.0,0.0,0.0,0.0,0.0,6.06,3.59,0.0
20170118:2311,0.0,0.0,0.0,0.0,0.0,5.73,3.31,0.0
20170119:0011,0.0,0.0,0.0,0.0,0.0,5.4,3.17,0.0
20170119:0111,0.0,0.0,0.0,0.0,0.0,5.2,3.24,0.0
20170119:0211,0.0,0.0,0.0,0.0,0.0,4.98,3.38,0.0
20170119:0311,0.0,0.0,0.0,0.0,0.0,4.99,3.45,0.0
20170119:0411,0.0,0.0,0.0,0.0,0.0,5.0,3.38,0.0
20170119:0511,0.0,0.0,0.0,0.0,0.0,4.85,3.38,0.0
20170119:0611,0.0,0.0,0.0,0.0,0.0,4.77,3.45,0.0
20170119:0711,0.0,0.0,0.0,0.0,0.0,4.53,3.52,0.0
20170119:0811,0.0,0.0,0.0,0.0,0.0,4.61,3.31,0.0
20170119:0911,0.28,0.0,6.12,0.18,3.7,4.81,3.1,0.0
20170119:1011,13.55,0.0,27.09,0.78,8.83,5.54,3.1,0.0
20170119:1111,16.16,0.0,30.59,0.88,12.26,6.15,3.52,0.0
20170119:1211,20.19,0.0,35.83,1.03,13.71,6.7,3.52,0.0
20170119:1311,22.96,0.0,39.32,1.13,13.06,6.83,3.31,0.0
20170119:1411,10.27,0.0,22.72,0.65,10.37,6.71,3.24,0.0
20170119:1511,4.97,0.0,14.86,0.43,5.86,6.56,3.03,0.0
20170119:1611,0.0,0.0,0.0,0.0,0.0,6.28,2.62,0.0
20170119:1711,0.0,0.0,0.0,0.0,0.0,5.78,2.62,0.0
20170119:1811,0.0,0.0,0.0,0.0,0.0,5.55,2.9,0.0
20170119:1911,0.0,0.0,0.0,0.0,0.0,5.25,2.83,0.0
20170119:2011,0.0,0.0,0.0,0.0,0.0,4.88,2.76,0.0
20170119:2111,0.0,0.0,0.0,0.0,0.0,4.65,2.69,0.0
20170119:2211,0.0,0.0,0.0,0.0,0.0,4.43,2.69,0.0
20170119:2311,0.0,0.0,0.0,0.0,0.0,3.9,2.76,0.0
20170120:0011,0.0,0.0,0.0,0.0,0.0,3.63,2.62,0.0
20170120:0111,0.0,0.0,0.0,0.0,0.0,3.38,2.48,0.0
20170120:0211,0.0,0.0,0.0,0.0,0.0,3.15,2.41,0.0
20170120:0311,0.0,0.0,0.0,0.0,0.0,2.9,2.48,0.0
20170120:0411,0.0,0.0,0.0,0.0,0.0,2.66,2.41,0.0
20170120:0511,0.0,0.0,0.0,0.0,0.0,2.5,2.41,0.0
20170120:0611,0.0,0.0,0.0,0.0,0.0,2.41,2.41,0.0
20170120:0711,0.0,0.0,0.0,0.0,0.0,2.43,2.0,0.0
20170120:0811,0.0,0.0,0.0,0.0,0.0,2.36,1.86,0.0
20170120:0911,1.09,0.0,7.86,0.23,3.87,2.12,1.79,0.0
20170120:1011,21.29,0.0,36.7,1.05,9.01,2.8,1.59,0.0
20170120:1111,53.13,7.23,66.99,1.93,12.46,4.2,1.59,0.0
20170120:1211,91.16,27.34,89.15,2.58,13.93,4.94,1.93,0.0
20170120:1311,98.11,34.95,89.35,2.58,13.28,5.38,1.93,0.0
20170120:1411,33.42,3.93,47.87,1.38,10.59,5.51,1.59,0.0
20170120:1511,15.74,5.55,24.47,0.7,6.08,5.38,1.24,0.0
20170120:1611,0.0,0.0,0.0,0.0,0.0,4.87,1.17,0.0
20170120:1711,0.0,0.0,0.0,0.0,0.0,3.79,1.45,0.0
20170120:1811,0.0,0.0,0.0,0.0,0.0,2.75,1.59,0.0
20170120:1911,0.0,0.0,0.0,0.0,0.0,2.2,1.72,0.0
20170120:2011,0.0,0.0,0.0,0.0,0.0,2.18,1.66,0.0
20170120:2111,0.0,0.0,0.0,0.0,0.0,1.63,1.52,0.0
20170120:2211,0.0,0.0,0.0,0.0,0.0,1.07,1.38,0.0
20170120:2311,0.0,0.0,0.0,0.0,0.0,0.81,1.31,0.0
20170121:0011,0.0,0.0,0.0,0.0,0.0,0.75,1.31,0.0
20170121:0111,0.0,0.0,0.0,0.0,0.0,0.69,1.24,0.0
20170121:0211,0.0,0.0,0.0,0.0,0.0,0.1,1.24,0.0
20170121:0311,0.0,0.0,0.0,0.0,0.0,0.03,1.17,0.0
20170121:0411,0.0,0.0,0.0,0.0,0.0,-0.25,1.24,0.0
20170121:0511,0.0,0.0,0.0,0.0,0.0,-0.34,1.17,0.0
20170121:0611,0.0,0.0,0.0,0.0,0.0,0.15,1.03,0.0
20170121:0711,0.0,0.0,0.0,0.0,0.0,0.22,1.03,0.0
20170121:0811,0.0,0.0,0.0,0.0,0.0,0.55,0.9,0.0
20170121:0911,110.39,104.54,33.35,0.93,4.04,0.67,0.69,0.0
20170121:1011,400.13,365.79,93.48,3.21,9.2,1.31,0.34,0.0
20170121:1111,435.1,367.41,133.48,4.41,12.66,2.18,0.34,0.0
20170121:1211,576.43,556.88,119.98,5.54,14.14,3.42,0.55,0.0
20170121:1311,459.03,389.6,141.57,4.79,13.51,3.99,0.76,0.0
20170121:1411,348.94,285.98,116.12,3.51,10.82,4.23,0.97,0.0
20170121:1511,272.0,247.2,70.11,1.93,6.31,4.01,1.1,0.0
20170121:1611,0.0,0.0,0.0,0.0,0.0,3.17,1.31,0.0
20170121:1711,0.0,0.0,0.0,0.0,0.0,1.46,1.38,0.0
20170121:1811,0.0,0.0,0.0,0.0,0.0,0.76,1.31,0.0
20170121:1911,0.0,0.0,0.0,0.0,0.0,0.05,1.59,0.0
20170121:2011,0.0,0.0,0.0,0.0,0.0,-0.01,1.59,0.0
20170121:2111,0.0,0.0,0.0,0.0,0.0,0.22,1.38,0.0
20170121:2211,0.0,0.0,0.0,0.0,0.0,0.08,1.38,0.0
20170121:2311,0.0,0.0,0.0,0.0,0.0,0.28,1.24,0.0
20170122:0011,0.0,0.0,0.0,0.0,0.0,0.33,1.24,0.0
20170122:0111,0.0,0.0,0.0,0.0,0.0,0.61,1.17,0.0
20170122:0211,0.0,0.0,0.0,0.0,0.0,1.05,0.9,0.0
20170122:0311,0.0,0.0,0.0,0.0,0.0,1.46,0.69,0.0
20170122:0411,0.0,0.0,0.0,0.0,0.0,1.53,0.62,0.0
20170122:0511,0.0,0.0,0.0,0.0,0.0,1.41,0.62,0.0
20170122:0611,0.0,0.0,0.0,0.0,0.0,0.98,0.76,0.0
20170122:0711,0.0,0.0,0.0,0.0,0.0,1.69,0.48,0.0
20170122:0811,0.0,0.0,0.0,0.0,0.0,1.69,0.48,0.0
20170122:0911,4.02,0.0,13.11,0.38,4.22,1.51,0.62,0.0
20170122:1011,57.1,20.87,56.99,1.63,9.39,1.2,0.97,0.0
20170122:1111,35.24,0.0,53.31,1.53,12.87,2.18,1.45,0.0
20170122:1211,50.11,3.33,66.99,1.93,14.37,2.51,1.93,0.0
20170122:1311,29.97,0.0,47.19,1.35,13.74,2.82,2.62,0.0
20170122:1411,22.72,0.0,38.45,1.1,11.06,2.81,2.83,0.0
20170122:1511,13.1,0.0,26.22,0.75,6.54,2.63,2.83,0.0
20170122:1611,0.0,0.0,0.0,0.0,0.0,2.49,2.97,0.0
20170122:1711,0.0,0.0,0.0,0.0,0.0,2.42,3.1,0.0
20170122:1811,0.0,0.0,0.0,0.0,0.0,2.46,3.31,0.0
20170122:1911,0.0,0.0,0.0,0.0,0.0,2.4,3.59,0.0
20170122:2011,0.0,0.0,0.0,0.0,0.0,2.52,3.45,0.0
20170122:2111,0.0,0.0,0.0,0.0,0.0,2.63,3.31,0.0
20170122:2211,0.0,0.0,0.0,0.0,0.0,2.7,3.17,0.0
20170122:2311,0.0,0.0,0.0,0.0,0.0,2.5,3.1,0.0
20170123:0011,0.0,0.0,0.0,0.0,0.0,1.98,3.1,0.0
20170123:0111,0.0,0.0,0.0,0.0,0.0,1.78,3.1,0.0
20170123:0211,0.0,0.0,0.0,0.0,0.0,1.63,2.97,0.0
20170123:0311,0.0,0.0,0.0,0.0,0.0,1.25,2.97,0.0
20170123:0411,0.0,0.0,0.0,0.0,0.0,0.85,2.97,0.0
20170123:0511,0.0,0.0,0.0,0.0,0.0,0.48,2.97,0.0
20170123:0611,0.0,0.0,0.0,0.0,0.0,0.28,2.97,0.0
20170123:0711,0.0,0.0,0.0,0.0,0.0,0.3,3.03,0.0
20170123:0811,0.0,0.0,0.0,0.0,0.0,0.16,2.9,0.0
20170123:0911,99.37,89.46,35.42,0.98,4.4,0.01,2.62,0.0
20170123:1011,353.83,295.0,103.42,3.16,9.59,0.91,2.34,0.0
20170123:1111,490.39,426.67,129.78,4.77,13.09,2.16,2.0,0.0
20170123:1211,592.46,559.25,121.85,5.72,14.6,3.2,2.07,0.0
20170123:1311,342.77,244.86,144.51,4.34,13.98,3.74,2.41,0.0
20170123:1411,63.43,18.65,66.89,1.93,11.3,3.9,2.55,0.0
20170123:1511,70.82,45.41,48.83,1.33,6.78,3.87,2.55,0.0
20170123:1611,0.0,0.0,0.0,0.0,0.0,3.32,2.97,0.0
20170123:1711,0.0,0.0,0.0,0.0,0.0,2.68,3.38,0.0
20170123:1811,0.0,0.0,0.0,0.0,0.0,2.58,3.79,0.0
20170123:1911,0.0,0.0,0.0,0.0,0.0,3.31,4.07,0.0
20170123:2011,0.0,0.0,0.0,0.0,0.0,3.85,4.14,0.0
20170123:2111,0.0,0.0,0.0,0.0,0.0,4.19,4.07,0.0
20170123:2211,0.0,0.0,0.0,0.0,0.0,4.53,4.28,0.0
20170123:2311,0.0,0.0,0.0,0.0,0.0,4.63,4.41,0.0
20170124:0011,0.0,0.0,0.0,0.0,0.0,4.79,4.55,0.0
20170124:0111,0.0,0.0,0.0,0.0,0.0,4.89,4.83,0.0
20170124:0211,0.0,0.0,0.0,0.0,0.0,4.86,4.97,0.0
20170124:0311,0.0,0.0,0.0,0.0,0.0,4.96,5.17,0.0
20170124:0411,0.0,0.0,0.0,0.0,0.0,5.26,5.79,0.0
20170124:0511,0.0,0.0,0.0,0.0,0.0,5.61,5.93,0.0
20170124:0611,0.0,0.0,0.0,0.0,0.0,6.2,6.14,0.0
20170124:0711,0.0,0.0,0.0,0.0,0.0,6.78,6.07,0.0
20170124:0811,0.0,0.0,0.0,0.0,0.0,7.08,6.0,0.0
20170124:0911,19.28,13.22,21.75,0.63,4.59,7.28,5.52,0.0
20170124:1011,418.12,381.94,96.1,3.49,9.8,7.52,5.17,0.0
20170124:1111,91.79,30.78,87.39,2.53,13.31,7.85,4.9,0.0
20170124:1211,13.37,0.0,27.09,0.78,14.83,8.09,4.62,0.0
20170124:1311,22.79,0.0,39.32,1.13,14.22,8.36,4.0,0.0
20170124:1411,186.05,117.28,104.25,2.96,11.54,8.35,4.41,0.0
20170124:1511,9.57,0.0,21.85,0.63,7.03,8.37,4.55,0.0
20170124:1611,0.0,0.0,0.0,0.0,0.0,8.13,4.55,0.0
20170124:1711,0.0,0.0,0.0,0.0,0.0,7.93,4.69,0.0
20170124:1811,0.0,0.0,0.0,0.0,0.0,7.94,4.83,0.0
20170124:1911,0.0,0.0,0.0,0.0,0.0,7.95,4.9,0.0
20170124:2011,0.0,0.0,0.0,0.0,0.0,8.03,5.03,0.0
20170124:2111,0.0,0.0,0.0,0.0,0.0,8.11,5.38,0.0
20170124:2211,0.0,0.0,0.0,0.0,0.0,8.16,5.79,0.0
20170124:2311,0.0,0.0,0.0,0.0,0.0,8.16,6.0,0.0
20170125:0011,0.0,0.0,0.0,0.0,0.0,8.3,6.0,0.0
20170125:0111,0.0,0.0,0.0,0.0,0.0,8.26,6.07,0.0
20170125:0211,0.0,0.0,0.0,0.0,0.0,8.29,6.21,0.0
20170125:0311,0.0,0.0,0.0,0.0,0.0,8.21,6.41,0.0
20170125:0411,0.0,0.0,0.0,0.0,0.0,8.04,6.41,0.0
20170125:0511,0.0,0.0,0.0,0.0,0.0,7.92,6.41,0.0
20170125:0611,0.0,0.0,0.0,0.0,0.0,7.66,6.41,0.0
20170125:0711,0.0,0.0,0.0,0.0,0.0,7.51,6.41,0.0
20170125:0811,0.0,0.0,0.0,0.0,0.0,7.21,6.41,0.0
20170125:0911,143.34,133.44,43.07,1.2,4.79,7.01,6.41,0.0
20170125:1011,379.6,327.42,104.51,3.41,10.01,6.99,6.21,0.0
20170125:1111,471.41,394.49,138.28,4.84,13.54,6.95,6.55,0.0
20170125:1211,560.29,493.61,140.18,5.69,15.07,6.97,6.69,0.0
20170125:1311,588.16,548.1,118.8,5.64,14.47,7.02,6.48,0.0
20170125:1411,435.41,374.52,118.98,4.16,11.8,6.9,6.07,0.0
20170125:1511,69.5,42.73,50.71,1.4,7.27,6.56,6.14,0.0
20170125:1611,0.0,0.0,0.0,0.0,0.0,6.02,6.28,0.0
20170125:1711,0.0,0.0,0.0,0.0,0.0,5.53,6.14,0.0
20170125:1811,0.0,0.0,0.0,0.0,0.0,5.23,6.07,0.0
20170125:1911,0.0,0.0,0.0,0.0,0.0,5.08,6.0,0.0
20170125:2011,0.0,0.0,0.0,0.0,0.0,4.83,5.66,0.0
20170125:2111,0.0,0.0,0.0,0.0,0.0,4.48,4.97,0.0
20170125:2211,0.0,0.0,0.0,0.0,0.0,4.06,4.62,0.0
20170125:2311,0.0,0.0,0.0,0.0,0.0,3.61,4.41,0.0
20170126:0011,0.0,0.0,0.0,0.0,0.0,3.0,4.28,0.0
20170126:0111,0.0,0.0,0.0,0.0,0.0,2.34,4.07,0.0
20170126:0211,0.0,0.0,0.0,0.0,0.0,2.0,3.93,0.0
20170126:0311,0.0,0.0,0.0,0.0,0.0,1.67,3.59,0.0
20170126:0411,0.0,0.0,0.0,0.0,0.0,1.47,3.38,0.0
20170126:0511,0.0,0.0,0.0,0.0,0.0,1.13,3.24,0.0
20170126:0611,0.0,0.0,0.0,0.0,0.0,0.99,3.1,0.0
20170126:0711,0.0,0.0,0.0,0.0,0.0,0.59,3.24,0.0
20170126:0811,0.0,0.0,0.0,0.0,0.0,0.63,3.1,0.0
20170126:0911,174.0,158.87,46.65,1.33,4.99,0.57,3.31,0.0
20170126:1011,437.88,390.91,98.81,3.69,10.23,0.9,3.31,0.0
20170126:1111,506.61,432.09,133.96,5.04,13.77,1.53,3.72,0.0
20170126:1211,607.79,556.77,127.7,6.0,15.32,2.18,3.86,0.0
20170126:1311,552.99,485.83,136.93,5.57,14.73,2.63,3.66,0.0
20170126:1411,458.2,396.33,119.03,4.34,12.05,2.84,3.59,0.0
20170126:1511,250.74,207.44,80.48,2.23,7.53,2.53,3.66,0.0
20170126:1611,0.0,0.0,0.0,0.0,0.0,1.88,4.14,0.0
20170126:1711,0.0,0.0,0.0,0.0,0.0,1.07,4.07,0.0
20170126:1811,0.0,0.0,0.0,0.0,0.0,0.51,3.93,0.0
20170126:1911,0.0,0.0,0.0,0.0,0.0,0.19,4.14,0.0
20170126:2011,0.0,0.0,0.0,0.0,0.0,-0.09,3.93,0.0
20170126:2111,0.0,0.0,0.0,0.0,0.0,-0.22,3.79,0.0
20170126:2211,0.0,0.0,0.0,0.0,0.0,-0.25,3.38,0.0
20170126:2311,0.0,0.0,0.0,0.0,0.0,-0.33,2.97,0.0
20170127:0011,0.0,0.0,0.0,0.0,0.0,-0.38,2.69,0.0
20170127:0111,0.0,0.0,0.0,0.0,0.0,-0.47,2.62,0.0
20170127:0211,0.0,0.0,0.0,0.0,0.0,-0.57,2.69,0.0
20170127:0311,0.0,0.0,0.0,0.0,0.0,-0.62,2.48,0.0
20170127:0411,0.0,0.0,0.0,0.0,0.0,-0.9,2.28,0.0
20170127:0511,0.0,0.0,0.0,0.0,0.0,-1.33,2.21,0.0
20170127:0611,0.0,0.0,0.0,0.0,0.0,-1.62,2.34,0.0
20170127:0711,0.0,0.0,0.0,0.0,0.0,-1.29,2.76,0.0
20170127:0811,0.0,0.0,0.0,0.0,0.0,-0.86,2.9,0.0
20170127:0911,216.64,199.91,50.48,1.51,5.2,-0.59,3.17,0.0
20170127:1011,290.0,216.44,109.66,3.19,10.46,0.44,3.24,0.0
20170127:1111,496.72,419.35,137.8,5.09,14.02,1.59,3.1,0.0
20170127:1211,501.85,409.0,157.45,5.59,15.57,2.65,2.9,0.0
20170127:1311,598.38,564.77,119.99,5.92,14.99,3.51,2.69,0.0
20170127:1411,287.77,205.17,123.7,3.66,12.31,3.95,2.62,0.0
20170127:1511,167.59,125.4,74.4,2.01,7.78,3.94,2.55,0.0
20170127:1611,0.0,0.0,0.0,0.0,0.0,3.17,2.69,0.0
20170127:1711,0.0,0.0,0.0,0.0,0.0,2.16,2.83,0.0
20170127:1811,0.0,0.0,0.0,0.0,0.0,1.76,3.03,0.0
20170127:1911,0.0,0.0,0.0,0.0,0.0,1.54,3.52,0.0
20170127:2011,0.0,0.0,0.0,0.0,0.0,1.88,3.59,0.0
20170127:2111,0.0,0.0,0.0,0.0,0.0,2.08,3.45,0.0
20170127:2211,0.0,0.0,0.0,0.0,0.0,2.07,3.24,0.0
20170127:2311,0.0,0.0,0.0,0.0,0.0,2.17,2.97,0.0
20170128:0011,0.0,0.0,0.0,0.0,0.0,2.18,2.55,0.0
20170128:0111,0.0,0.0,0.0,0.0,0.0,2.24,2.21,0.0
20170128:0211,0.0,0.0,0.0,0.0,0.0,2.25,1.93,0.0
20170128:0311,0.0,0.0,0.0,0.0,0.0,2.11,2.0,0.0
20170128:0411,0.0,0.0,0.0,0.0,0.0,2.11,2.14,0.0
20170128:0511,0.0,0.0,0.0,0.0,0.0,2.34,1.93,0.0
20170128:0611,0.0,0.0,0.0,0.0,0.0,2.48,1.59,0.0
20170128:0711,0.0,0.0,0.0,0.0,0.0,2.12,1.38,0.0
20170128:0811,0.0,0.0,0.0,0.0,0.0,2.04,1.31,0.0
20170128:0911,3.48,0.0,12.23,0.35,5.41,1.94,1.1,0.0
20170128:1011,28.56,0.0,45.44,1.3,10.69,2.01,0.48,0.0
20170128:1111,49.19,3.23,66.09,1.91,14.26,2.17,0.48,0.0
20170128:1211,35.2,0.0,53.31,1.53,15.83,2.31,0.97,0.0
20170128:1311,56.14,3.13,73.96,2.13,15.25,2.36,1.52,0.0
20170128:1411,15.8,0.0,29.71,0.85,12.58,2.31,2.21,0.0
20170128:1511,1.52,0.0,8.74,0.25,8.05,2.14,2.97,0.0
20170128:1611,0.0,0.0,0.0,0.0,0.0,1.92,3.66,0.0
20170128:1711,0.0,0.0,0.0,0.0,0.0,1.83,4.55,0.0
20170128:1811,0.0,0.0,0.0,0.0,0.0,2.26,5.03,0.0
20170128:1911,0.0,0.0,0.0,0.0,0.0,2.6,5.17,0.0
20170128:2011,0.0,0.0,0.0,0.0,0.0,2.48,4.9,0.0
20170128:2111,0.0,0.0,0.0,0.0,0.0,2.44,4.97,0.0
20170128:2211,0.0,0.0,0.0,0.0,0.0,2.42,5.1,0.0
20170128:2311,0.0,0.0,0.0,0.0,0.0,2.42,5.03,0.0
20170129:0011,0.0,0.0,0.0,0.0,0.0,2.29,4.76,0.0
20170129:0111,0.0,0.0,0.0,0.0,0.0,2.13,4.48,0.0
20170129:0211,0.0,0.0,0.0,0.0,0.0,1.98,4.34,0.0
20170129:0311,0.0,0.0,0.0,0.0,0.0,2.01,4.28,0.0
20170129:0411,0.0,0.0,0.0,0.0,0.0,2.05,4.14,0.0
20170129:0511,0.0,0.0,0.0,0.0,0.0,2.07,3.79,0.0
20170129:0611,0.0,0.0,0.0,0.0,0.0,2.04,3.52,0.0
20170129:0711,0.0,0.0,0.0,0.0,0.0,1.08,2.62,0.0
20170129:0811,0.0,0.0,0.0,0.0,0.0,1.33,2.9,0.0
20170129:0911,101.45,81.81,45.76,1.25,5.63,1.63,3.24,0.0
20170129:1011,432.17,380.1,105.1,3.91,10.93,2.41,3.79,0.0
20170129:1111,326.67,222.79,145.08,4.41,14.52,3.36,4.28,0.0
20170129:1211,541.09,456.1,155.72,5.97,16.1,4.08,3.93,0.0
20170129:1311,600.74,561.58,124.83,6.12,15.52,4.59,3.45,0.0
20170129:1411,108.56,43.67,91.62,2.66,12.85,4.88,2.76,0.0
20170129:1511,283.17,241.34,87.65,2.61,8.31,4.75,1.66,0.0
20170129:1611,0.0,0.0,0.0,0.0,0.0,4.15,0.97,0.0
20170129:1711,0.0,0.0,0.0,0.0,0.0,2.86,0.97,0.0
20170129:1811,0.0,0.0,0.0,0.0,0.0,1.11,1.31,0.0
20170129:1911,0.0,0.0,0.0,0.0,0.0,2.23,1.24,0.0
20170129:2011,0.0,0.0,0.0,0.0,0.0,1.69,1.24,0.0
20170129:2111,0.0,0.0,0.0,0.0,0.0,1.27,1.24,0.0
20170129:2211,0.0,0.0,0.0,0.0,0.0,1.14,1.31,0.0
20170129:2311,0.0,0.0,0.0,0.0,0.0,0.48,1.52,0.0
20170130:0011,0.0,0.0,0.0,0.0,0.0,0.5,1.52,0.0
20170130:0111,0.0,0.0,0.0,0.0,0.0,0.11,1.52,0.0
20170130:0211,0.0,0.0,0.0,0.0,0.0,-0.16,1.59,0.0
20170130:0311,0.0,0.0,0.0,0.0,0.0,-1.06,2.0,0.0
20170130:0411,0.0,0.0,0.0,0.0,0.0,-1.05,2.41,0.0
20170130:0511,0.0,0.0,0.0,0.0,0.0,-0.61,2.62,0.0
20170130:0611,0.0,0.0,0.0,0.0,0.0,-0.59,2.55,0.0
20170130:0711,0.0,0.0,0.0,0.0,0.0,-1.49,1.66,0.0
20170130:0811,0.0,0.0,0.0,0.0,0.0,-1.7,1.66,0.0
20170130:0911,202.23,173.51,61.51,1.63,5.86,-0.86,2.21,0.0
20170130:1011,405.04,344.24,111.39,3.89,11.17,1.44,2.62,0.0
20170130:1111,335.36,228.99,148.16,4.54,14.78,2.78,3.72,0.0
20170130:1211,246.85,135.03,146.66,4.36,16.37,3.67,4.41,0.0
20170130:1311,512.68,422.97,154.93,5.74,15.8,4.25,4.34,0.0
20170130:1411,186.62,105.67,112.49,3.29,13.12,4.35,4.62,0.0
20170130:1511,46.16,16.48,49.79,1.43,8.58,4.13,4.76,0.0
20170130:1611,0.0,0.0,1.75,0.05,2.52,3.84,4.55,0.0
